date,branch_id,branch_name,sku_id,product_name,category,units_sold,selling_price,promotion,festival,festival_flag,weekend_flag,month,day_of_week,opening_stock,closing_stock,warehouse_stock
2025-06-28,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,1,6,5,165,146,4665
2025-06-29,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,1,6,6,146,127,2980
2025-06-30,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,18,220.0,0,,0,0,6,0,127,109,4165
2025-07-01,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,7,1,109,84,4801
2025-07-02,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,7,2,84,65,3444
2025-07-03,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,7,3,65,45,3349
2025-07-04,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,7,4,45,26,3318
2025-07-05,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,7,5,26,79,2510
2025-07-06,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,17,220.0,0,,0,1,7,6,79,62,2989
2025-07-07,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,7,0,62,37,4828
2025-07-08,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,0,7,1,37,166,4998
2025-07-09,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,7,2,166,145,3311
2025-07-10,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,7,3,145,126,2555
2025-07-11,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,7,4,126,106,2730
2025-07-12,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,1,7,5,106,87,2709
2025-07-13,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,7,6,87,60,3398
2025-07-14,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,28,220.0,0,,0,0,7,0,60,32,3997
2025-07-15,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,7,1,32,134,2974
2025-07-16,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,0,7,2,134,108,2694
2025-07-17,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,7,3,108,85,3028
2025-07-18,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,0,7,4,85,58,2770
2025-07-19,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,1,7,5,58,39,4612
2025-07-20,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,1,7,6,39,187,4321
2025-07-21,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,7,0,187,167,3494
2025-07-22,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,7,1,167,146,3268
2025-07-23,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,7,2,146,123,3276
2025-07-24,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,7,3,123,104,3133
2025-07-25,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,7,4,104,84,3482
2025-07-26,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,1,7,5,84,64,3162
2025-07-27,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,7,6,64,37,3722
2025-07-28,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,7,0,37,160,3219
2025-07-29,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,7,1,160,135,4809
2025-07-30,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,0,7,2,135,111,3153
2025-07-31,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,7,3,111,88,2807
2025-08-01,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,8,4,88,63,2989
2025-08-02,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,1,8,5,63,38,3107
2025-08-03,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,29,220.0,0,,0,1,8,6,38,185,4049
2025-08-04,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,8,0,185,164,2848
2025-08-05,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,0,8,1,164,140,2524
2025-08-06,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,8,2,140,118,4091
2025-08-07,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,8,3,118,96,3551
2025-08-08,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,8,4,96,75,2671
2025-08-09,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,1,8,5,75,55,4585
2025-08-10,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,17,220.0,0,,0,1,8,6,55,38,3147
2025-08-11,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,0,8,0,38,161,3992
2025-08-12,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,8,1,161,136,4806
2025-08-13,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,8,2,136,115,3479
2025-08-14,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,8,3,115,92,3453
2025-08-15,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,Independence Day,1,0,8,4,92,70,4123
2025-08-16,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,1,8,5,70,51,3603
2025-08-17,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,1,8,6,51,32,4252
2025-08-18,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,8,0,32,143,2557
2025-08-19,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,8,1,143,120,3635
2025-08-20,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,0,8,2,120,96,4862
2025-08-21,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,0,8,3,96,72,2661
2025-08-22,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,8,4,72,50,3259
2025-08-23,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,31,220.0,0,,0,1,8,5,50,155,3688
2025-08-24,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,8,6,155,128,3306
2025-08-25,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,8,0,128,106,4400
2025-08-26,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,8,1,106,86,3278
2025-08-27,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,8,2,86,61,2665
2025-08-28,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,8,3,61,40,2575
2025-08-29,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,8,4,40,20,3386
2025-08-30,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,17,220.0,0,,0,1,8,5,20,172,3656
2025-08-31,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,1,8,6,172,148,2940
2025-09-01,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,197.83,1,,0,0,9,0,148,125,4974
2025-09-02,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,30,202.91,1,,0,0,9,1,125,95,4800
2025-09-03,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,38,201.01,1,,0,0,9,2,95,57,2525
2025-09-04,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,29,194.86,1,,0,0,9,3,57,28,2861
2025-09-05,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,9,4,28,175,3495
2025-09-06,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,1,9,5,175,151,2576
2025-09-07,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,1,9,6,151,127,4915
2025-09-08,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,16,220.0,0,,0,0,9,0,127,111,4599
2025-09-09,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,9,1,111,86,2924
2025-09-10,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,0,9,2,86,59,3286
2025-09-11,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,9,3,59,38,4317
2025-09-12,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,15,220.0,0,,0,0,9,4,38,23,4271
2025-09-13,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,1,9,5,23,96,2787
2025-09-14,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,1,9,6,96,71,4524
2025-09-15,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,9,0,71,49,4437
2025-09-16,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,9,1,49,28,4285
2025-09-17,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,0,9,2,28,147,3525
2025-09-18,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,9,3,147,126,4732
2025-09-19,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,9,4,126,107,3262
2025-09-20,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,1,9,5,107,85,2521
2025-09-21,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,18,220.0,0,,0,1,9,6,85,67,2671
2025-09-22,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,9,0,67,48,3296
2025-09-23,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,28,220.0,0,,0,0,9,1,48,20,2840
2025-09-24,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,15,220.0,0,,0,0,9,2,20,142,4483
2025-09-25,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,9,3,142,123,4735
2025-09-26,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,9,4,123,104,3537
2025-09-27,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,1,9,5,104,80,4865
2025-09-28,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,1,9,6,80,56,4984
2025-09-29,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,33,220.0,0,Navratri,1,0,9,0,56,23,2726
2025-09-30,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,0,9,1,23,128,3035
2025-10-01,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,10,2,128,108,3617
2025-10-02,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,0,10,3,108,82,4315
2025-10-03,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,18,220.0,0,,0,0,10,4,82,64,4504
2025-10-04,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,10,5,64,37,3357
2025-10-05,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,1,10,6,37,194,2857
2025-10-06,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,10,0,194,174,4901
2025-10-07,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,10,1,174,152,2517
2025-10-08,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,10,2,152,131,4238
2025-10-09,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,18,220.0,0,,0,0,10,3,131,113,4923
2025-10-10,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,10,4,113,93,3413
2025-10-11,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,1,10,5,93,67,3971
2025-10-12,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,1,10,6,67,46,3775
2025-10-13,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,10,0,46,24,2582
2025-10-14,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,10,1,24,150,3550
2025-10-15,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,10,2,150,127,3741
2025-10-16,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,10,3,127,105,3568
2025-10-17,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,10,4,105,82,3155
2025-10-18,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,1,10,5,82,61,3262
2025-10-19,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,1,10,6,61,38,3934
2025-10-20,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,33,220.0,0,Diwali,1,0,10,0,38,86,3267
2025-10-21,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,10,1,86,61,3577
2025-10-22,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,17,220.0,0,,0,0,10,2,61,44,4275
2025-10-23,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,0,10,3,44,187,2688
2025-10-24,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,10,4,187,165,4288
2025-10-25,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,1,10,5,165,140,3836
2025-10-26,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,10,6,140,113,3692
2025-10-27,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,10,0,113,91,3615
2025-10-28,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,10,1,91,68,3212
2025-10-29,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,0,10,2,68,42,4102
2025-10-30,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,10,3,42,21,3828
2025-10-31,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,10,4,21,148,4504
2025-11-01,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,1,11,5,148,128,4683
2025-11-02,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,1,11,6,128,109,3315
2025-11-03,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,11,0,109,90,3619
2025-11-04,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,11,1,90,69,2953
2025-11-05,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,0,11,2,69,43,4870
2025-11-06,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,0,11,3,43,160,2820
2025-11-07,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,11,4,160,137,3668
2025-11-08,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,1,11,5,137,115,2913
2025-11-09,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,1,11,6,115,91,2546
2025-11-10,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,11,0,91,69,4043
2025-11-11,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,18,220.0,0,,0,0,11,1,69,51,3847
2025-11-12,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,17,220.0,0,,0,0,11,2,51,34,4872
2025-11-13,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,0,11,3,34,167,2815
2025-11-14,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,11,4,167,146,4761
2025-11-15,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,1,11,5,146,122,3344
2025-11-16,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,1,11,6,122,100,4230
2025-11-17,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,11,0,100,75,3738
2025-11-18,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,11,1,75,54,2786
2025-11-19,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,28,220.0,0,,0,0,11,2,54,26,4443
2025-11-20,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,15,220.0,0,,0,0,11,3,26,95,4674
2025-11-21,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,11,4,95,73,3956
2025-11-22,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,1,11,5,73,47,2905
2025-11-23,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,11,6,47,20,4028
2025-11-24,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,0,11,0,20,98,4744
2025-11-25,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,11,1,98,76,4832
2025-11-26,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,0,11,2,76,50,3284
2025-11-27,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,11,3,50,31,3987
2025-11-28,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,11,4,31,157,3927
2025-11-29,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,11,5,157,130,4776
2025-11-30,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,1,11,6,130,108,3445
2025-12-01,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,12,0,108,83,4483
2025-12-02,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,25,220.0,0,,0,0,12,1,83,58,4550
2025-12-03,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,30,220.0,0,,0,0,12,2,58,28,2642
2025-12-04,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,28,220.0,0,,0,0,12,3,28,158,4914
2025-12-05,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,23,220.0,0,,0,0,12,4,158,135,3457
2025-12-06,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,1,12,5,135,115,2752
2025-12-07,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,28,220.0,0,,0,1,12,6,115,87,4214
2025-12-08,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,26,220.0,0,,0,0,12,0,87,61,3152
2025-12-09,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,30,220.0,0,,0,0,12,1,61,31,4005
2025-12-10,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,28,220.0,0,,0,0,12,2,31,110,3058
2025-12-11,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,28,190.72,1,,0,0,12,3,110,82,3094
2025-12-12,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,41,200.73,1,,0,0,12,4,82,41,2715
2025-12-13,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,35,189.63,1,,0,1,12,5,41,162,3983
2025-12-14,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,35,203.42,1,,0,1,12,6,162,127,4827
2025-12-15,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,20,220.0,0,,0,0,12,0,127,107,4002
2025-12-16,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,12,1,107,85,2749
2025-12-17,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,12,2,85,64,3140
2025-12-18,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,28,220.0,0,,0,0,12,3,64,36,4327
2025-12-19,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,12,4,36,128,4470
2025-12-20,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,1,12,5,128,101,4276
2025-12-21,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,41,208.61,1,,0,1,12,6,101,60,4804
2025-12-22,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,34,195.85,1,,0,0,12,0,60,26,2732
2025-12-23,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,31,190.16,1,,0,0,12,1,26,158,4210
2025-12-24,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,42,193.95,1,,0,0,12,2,158,116,4854
2025-12-25,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,39,220.0,0,Christmas,1,0,12,3,116,77,3281
2025-12-26,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,0,12,4,77,55,4686
2025-12-27,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,24,220.0,0,,0,1,12,5,55,31,4034
2025-12-28,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,22,220.0,0,,0,1,12,6,31,127,2896
2025-12-29,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,21,220.0,0,,0,0,12,0,127,106,2804
2025-12-30,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,27,220.0,0,,0,0,12,1,106,79,3753
2025-12-31,B03,Mettupalayam Road,SKU002,Wheat Flour 5kg,Grocery,19,220.0,0,,0,0,12,2,79,60,3350
2025-01-01,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,39,45.0,0,New Year,1,0,1,2,69,30,3927
2025-01-02,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,27,45.0,0,,0,0,1,3,30,137,4432
2025-01-03,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,32,45.0,0,,0,0,1,4,137,105,3323
2025-01-04,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,33,45.0,0,,0,1,1,5,105,72,2719
2025-01-05,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,34,45.0,0,,0,1,1,6,72,38,4210
2025-01-06,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,24,45.0,0,,0,0,1,0,38,143,4259
2025-01-07,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,29,45.0,0,,0,0,1,1,143,114,3503
2025-01-08,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,28,45.0,0,,0,0,1,2,114,86,4781
2025-01-09,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,30,45.0,0,,0,0,1,3,86,56,3623
2025-01-10,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,21,45.0,0,,0,0,1,4,56,35,4235
2025-01-11,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,23,45.0,0,,0,1,1,5,35,113,3174
2025-01-12,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,35,45.0,0,,0,1,1,6,113,78,3917
2025-01-13,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,33,45.0,0,,0,0,1,0,78,45,3123
2025-01-14,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,59,45.0,0,Pongal,1,0,1,1,45,164,3626
2025-01-15,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,40,45.0,0,,0,0,1,2,164,124,3749
2025-01-16,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,30,45.0,0,,0,0,1,3,124,94,2678
2025-01-17,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,25,45.0,0,,0,0,1,4,94,69,3876
2025-01-18,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,30,45.0,0,,0,1,1,5,69,39,3940
2025-01-19,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,39,45.0,0,,0,1,1,6,39,148,4755
2025-01-20,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,26,45.0,0,,0,0,1,0,148,122,3435
2025-01-21,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,28,45.0,0,,0,0,1,1,122,94,3585
2025-01-22,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,27,45.0,0,,0,0,1,2,94,67,3066
2025-01-23,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,22,45.0,0,,0,0,1,3,67,45,3601
2025-01-24,B03,Mettupalayam Road,SKU003,Sugar 1kg,Grocery,26,45.0,0,,0,0,1,4,45,131,2783
